PRIV-00001 | 0.9591 | 2.7058 | 0.8468 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-03933 | 0.8669 | 2.5661 | 0.6406 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03934 | 0.6883 | 2.8176 | 0.3381 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03935 | 0.8591 | 1.1163 | 0.48 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03936 | 0.7130 | 1.5256 | 0.3132 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03937 | 0.8962 | 0.2027 | 0.4462 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03938 | 0.9509 | 1.3075 | 0.6235 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03939 | 0.9774 | 2.3741 | 0.8402 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-03940 | 0.8413 | 3.2417 | 0.5421 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03941 | 0.7674 | 3.3682 | 0.452 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03942 | 0.8772 | 1.9536 | 0.6404 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03943 | 0.6732 | 1.4416 | 0.2228 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03944 | 0.6538 | 1.8150 | 0.1447 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03945 | 0.7238 | 1.9594 | 0.3159 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03946 | 0.9578 | 2.9698 | 0.8724 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-03947 | 0.5053 | 2.3236 | 0.139 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03948 | 0.6005 | 0.4004 | 0.1468 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03949 | 0.8759 | 2.7140 | 0.619 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03950 | 0.9730 | 1.7603 | 0.7349 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03951 | 0.8447 | 1.7990 | 0.5377 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03952 | 0.5344 | 2.4320 | 0.1069 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03953 | 0.6055 | 2.9882 | 0.2987 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03954 | 0.8994 | 2.0145 | 0.6646 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03955 | 0.6559 | 1.1690 | 0.1921 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03956 | 0.7076 | 0.4980 | 0.1959 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03957 | 0.9574 | 1.6688 | 0.7346 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03958 | 0.9696 | 2.7363 | 0.8466 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-03959 | 0.5044 | 0.7290 | 0.1313 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03960 | 0.7939 | 2.3664 | 0.465 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03961 | 0.5216 | 3.1617 | 0.1069 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03962 | 0.6816 | 1.8631 | 0.3497 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03963 | 0.8773 | 2.3843 | 0.6203 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03964 | 0.9225 | 2.8803 | 0.7741 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-03965 | 0.9614 | 0.5824 | 0.5459 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03966 | 0.7092 | 2.0015 | 0.3288 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03967 | 0.9652 | 1.5044 | 0.7481 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03968 | 0.7483 | 1.3537 | 0.2574 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03969 | 0.9461 | 1.5967 | 0.7848 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-03970 | 0.9053 | 0.8816 | 0.5763 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03971 | 0.9826 | 1.5490 | 0.7666 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-03972 | 0.7471 | 1.3840 | 0.2893 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03973 | 0.6523 | 3.3143 | 0.2817 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03974 | 0.6627 | 0.3167 | 0.1719 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03975 | 0.5514 | 1.1261 | 0.1408 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03976 | 0.9291 | 1.2262 | 0.6278 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03977 | 0.8413 | 0.8046 | 0.4317 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03978 | 0.5553 | 1.3564 | 0.1941 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03979 | 0.9559 | 3.0319 | 0.856 | CRITICAL_MEMORIZATION_LEAK_HAZARD | TRIGGER_DYNAMIC_DIFFERENTIAL_PRIVACY_NOISE | 422
PRIV-03980 | 0.7439 | 3.0932 | 0.3518 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03981 | 0.7119 | 1.2288 | 0.3336 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03982 | 0.8696 | 1.2428 | 0.576 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03983 | 0.6128 | 1.8797 | 0.3258 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03984 | 0.8883 | 3.2127 | 0.629 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03985 | 0.8167 | 0.5186 | 0.3511 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03986 | 0.8629 | 3.4883 | 0.5402 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03987 | 0.6862 | 0.2740 | 0.2056 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03988 | 0.6803 | 2.1738 | 0.2608 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03989 | 0.8063 | 1.5869 | 0.5122 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03990 | 0.5373 | 2.4070 | 0.1113 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03991 | 0.6517 | 2.6689 | 0.1913 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03992 | 0.9539 | 1.1991 | 0.6481 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03993 | 0.9593 | 0.5509 | 0.481 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03994 | 0.9159 | 1.4118 | 0.6478 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03995 | 0.5252 | 2.4072 | 0.0503 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03996 | 0.8284 | 2.1453 | 0.5101 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03997 | 0.7547 | 2.8229 | 0.3227 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03998 | 0.7197 | 2.1972 | 0.3227 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-03999 | 0.7606 | 1.6838 | 0.4368 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04000 | 0.9321 | 0.6131 | 0.5397 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04001 | 0.9230 | 2.8605 | 0.7092 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04002 | 0.6757 | 1.6794 | 0.2588 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04003 | 0.8533 | 0.9170 | 0.4446 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04004 | 0.5952 | 3.0123 | 0.2199 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04005 | 0.5420 | 3.3708 | 0.0993 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04006 | 0.8404 | 3.3657 | 0.5975 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04007 | 0.9930 | 1.4735 | 0.6885 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04008 | 0.5334 | 3.3661 | 0.1215 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04009 | 0.7792 | 0.3527 | 0.2583 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04010 | 0.7286 | 1.8729 | 0.3606 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04011 | 0.6698 | 2.3784 | 0.276 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04012 | 0.8537 | 0.5516 | 0.3386 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04013 | 0.6772 | 1.1158 | 0.1946 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04014 | 0.9503 | 0.7982 | 0.5998 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04015 | 0.8880 | 1.4209 | 0.5608 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04016 | 0.5654 | 1.5928 | 0.127 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04017 | 0.6597 | 0.6715 | 0.1708 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04018 | 0.7185 | 1.6511 | 0.3391 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04019 | 0.8621 | 0.1492 | 0.3235 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04020 | 0.6697 | 3.3504 | 0.2866 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04021 | 0.6714 | 1.4085 | 0.33 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04022 | 0.5051 | 0.1303 | 0.0117 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04023 | 0.6644 | 2.9386 | 0.2044 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04024 | 0.7776 | 2.1818 | 0.4539 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04025 | 0.8505 | 1.4491 | 0.4711 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04026 | 0.8202 | 1.1155 | 0.4029 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04027 | 0.8430 | 0.8969 | 0.3942 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04028 | 0.8505 | 1.3838 | 0.4816 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04029 | 0.8739 | 2.1612 | 0.6625 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04030 | 0.5948 | 0.8947 | 0.1815 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04031 | 0.8848 | 2.0599 | 0.6489 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04032 | 0.7821 | 0.1424 | 0.1996 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04033 | 0.7216 | 3.2380 | 0.3156 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04034 | 0.5029 | 3.4049 | 0.0095 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04035 | 0.8213 | 0.5084 | 0.3135 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04036 | 0.9577 | 0.8788 | 0.6589 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04037 | 0.8083 | 0.1890 | 0.3096 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04038 | 0.6114 | 0.4795 | 0.1323 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04039 | 0.9143 | 1.0639 | 0.5672 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04040 | 0.6599 | 1.0456 | 0.1851 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04041 | 0.6024 | 2.1247 | 0.2035 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04042 | 0.9014 | 3.0799 | 0.731 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04043 | 0.7906 | 0.6908 | 0.2645 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04044 | 0.7158 | 3.4487 | 0.3675 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04045 | 0.7426 | 1.5014 | 0.3722 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04046 | 0.6889 | 0.5887 | 0.1936 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04047 | 0.8810 | 1.5659 | 0.5937 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04048 | 0.6736 | 2.6912 | 0.3989 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04049 | 0.7255 | 1.5107 | 0.3086 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04050 | 0.6531 | 0.1475 | 0.1653 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04051 | 0.8746 | 1.7173 | 0.5377 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04052 | 0.7739 | 1.7580 | 0.4027 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04053 | 0.7396 | 1.8036 | 0.3657 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04054 | 0.9217 | 2.4813 | 0.7303 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04055 | 0.5964 | 3.4623 | 0.1649 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04056 | 0.7647 | 3.0886 | 0.4359 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04057 | 0.6165 | 2.6954 | 0.278 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04058 | 0.6187 | 3.3940 | 0.2471 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04059 | 0.9601 | 0.1561 | 0.5154 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04060 | 0.7580 | 1.7486 | 0.3614 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04061 | 0.6996 | 3.2849 | 0.3601 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04062 | 0.8703 | 2.1615 | 0.6023 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04063 | 0.5809 | 2.4958 | 0.1431 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04064 | 0.9221 | 0.6268 | 0.5238 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04065 | 0.6206 | 0.6022 | 0.1148 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04066 | 0.7588 | 0.2769 | 0.2232 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04067 | 0.5373 | 0.4924 | 0.1038 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04068 | 0.6940 | 1.7880 | 0.2983 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04069 | 0.8494 | 1.0146 | 0.4022 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04070 | 0.7719 | 1.2108 | 0.3965 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04071 | 0.5052 | 1.2252 | 0.1225 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04072 | 0.7224 | 2.1279 | 0.3087 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04073 | 0.7054 | 2.1960 | 0.2544 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04074 | 0.9233 | 1.9571 | 0.684 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04075 | 0.7908 | 1.3203 | 0.3725 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04076 | 0.8406 | 0.2308 | 0.3356 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04077 | 0.9064 | 1.4124 | 0.5843 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04078 | 0.5671 | 0.3421 | 0.0263 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04079 | 0.9054 | 0.8546 | 0.5052 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04080 | 0.8286 | 3.4275 | 0.5388 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04081 | 0.8456 | 0.5980 | 0.4155 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04082 | 0.8455 | 1.7966 | 0.4905 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04083 | 0.8908 | 0.2479 | 0.4641 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04084 | 0.6833 | 1.4618 | 0.1825 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04085 | 0.6960 | 0.5307 | 0.2647 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04086 | 0.7072 | 2.7317 | 0.3231 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04087 | 0.7638 | 2.7612 | 0.4534 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04088 | 0.6255 | 3.1033 | 0.2374 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04089 | 0.5550 | 1.3256 | 0.1807 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04090 | 0.7246 | 3.3918 | 0.3526 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04091 | 0.5294 | 1.4243 | 0.0756 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04092 | 0.8244 | 3.1714 | 0.5945 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04093 | 0.5042 | 1.7458 | 0.1046 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04094 | 0.8396 | 3.2847 | 0.5793 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04095 | 0.6843 | 0.9694 | 0.2817 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04096 | 0.7677 | 2.9744 | 0.3891 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04097 | 0.8135 | 1.4960 | 0.4637 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04098 | 0.7744 | 2.3422 | 0.4001 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04099 | 0.9369 | 1.7277 | 0.693 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04100 | 0.5756 | 2.2777 | 0.1759 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04101 | 0.7610 | 2.0999 | 0.3326 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04102 | 0.8343 | 1.3128 | 0.4264 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04103 | 0.9253 | 1.3740 | 0.6862 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04104 | 0.5359 | 0.6834 | 0.1377 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04105 | 0.5771 | 0.1240 | 0.0995 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04106 | 0.5075 | 2.8007 | 0.1329 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04107 | 0.6749 | 1.5170 | 0.2404 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04108 | 0.8875 | 3.1300 | 0.724 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04109 | 0.6869 | 3.2629 | 0.3042 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04110 | 0.7820 | 0.2803 | 0.2817 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04111 | 0.7632 | 0.3042 | 0.3016 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04112 | 0.6409 | 1.2896 | 0.1754 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
PRIV-04113 | 0.9343 | 1.6047 | 0.7414 | DATA_PRIVACY_SECURE | MAINTAIN_BASELINE_PRIVACY_BUDGET | 200
